1	10
1001	1010
2001	2010
3001	3010
4001	4010
5001	5010
6001	6010
7001	7010
8001	8010
9001	9010
10001	10010
11001	11010
12001	12010
13001	13010
14001	14010
15001	15010
16001	16010
17001	17010
18001	18010
19001	19010
20001	20010
21001	21010
22001	22010
23001	23010
24001	24010
25001	25010
26001	26010
27001	27010
28001	28010
29001	29010
30001	30010
31001	31010
32001	32010
33001	33010
34001	34010
35001	35010
36001	36010
37001	37010
38001	38010
39001	39010
40001	40010
41001	41010
42001	42010
43001	43010
44001	44010
45001	45010
46001	46010
47001	47010
48001	48010
49001	49010
50001	50010
51001	51010
52001	52010
53001	53010
54001	54010
55001	55010
56001	56010
57001	57010
58001	58010
59001	59010
60001	60010
61001	61010
62001	62010
63001	63010
64001	64010
65001	65010
66001	66010
67001	67010
68001	68010
69001	69010
70001	70010
71001	71010
72001	72010
73001	73010
74001	74010
75001	75010
76001	76010
77001	77010
78001	78010
79001	79010
80001	80010
81001	81010
82001	82010
83001	83010
84001	84010
85001	85010
86001	86010
87001	87010
88001	88010
89001	89010
90001	90010
91001	91010
92001	92010
93001	93010
94001	94010
95001	95010
96001	96010
97001	97010
98001	98010
99001	99010
100001	100010
101001	101010
102001	102010
103001	103010
104001	104010
105001	105010
106001	106010
107001	107010
108001	108010
109001	109010
110001	110010
111001	111010
112001	112010
113001	113010
114001	114010
115001	115010
116001	116010
117001	117010
118001	118010
119001	119010
120001	120010
121001	121010
122001	122010
123001	123010
124001	124010
125001	125010
126001	126010
127001	127010
128001	128010
129001	129010
130001	130010
131001	131010
132001	132010
133001	133010
134001	134010
135001	135010
136001	136010
137001	137010
138001	138010
139001	139010
140001	140010
141001	141010
142001	142010
143001	143010
144001	144010
145001	145010
146001	146010
147001	147010
148001	148010
149001	149010
150001	150010
151001	151010
152001	152010
153001	153010
154001	154010
155001	155010
156001	156010
157001	157010
158001	158010
159001	159010
160001	160010
161001	161010
162001	162010
163001	163010
164001	164010
165001	165010
166001	166010
167001	167010
168001	168010
169001	169010
170001	170010
171001	171010
172001	172010
173001	173010
174001	174010
175001	175010
176001	176010
177001	177010
178001	178010
179001	179010
180001	180010
181001	181010
182001	182010
183001	183010
184001	184010
185001	185010
186001	186010
187001	187010
188001	188010
189001	189010
190001	190010
191001	191010
192001	192010
193001	193010
194001	194010
195001	195010
196001	196010
197001	197010
198001	198010
199001	199010
200001	200010
201001	201010
202001	202010
203001	203010
204001	204010
205001	205010
206001	206010
207001	207010
208001	208010
209001	209010
210001	210010
211001	211010
212001	212010
213001	213010
214001	214010
215001	215010
216001	216010
217001	217010
218001	218010
219001	219010
220001	220010
221001	221010
222001	222010
223001	223010
224001	224010
225001	225010
226001	226010
227001	227010
228001	228010
229001	229010
230001	230010
231001	231010
232001	232010
233001	233010
234001	234010
235001	235010
236001	236010
237001	237010
238001	238010
239001	239010
240001	240010
241001	241010
242001	242010
243001	243010
244001	244010
245001	245010
246001	246010
247001	247010
248001	248010
249001	249010
250001	250010
251001	251010
252001	252010
253001	253010
254001	254010
255001	255010
256001	256010
257001	257010
258001	258010
259001	259010
260001	260010
261001	261010
262001	262010
263001	263010
264001	264010
265001	265010
266001	266010
267001	267010
268001	268010
269001	269010
270001	270010
271001	271010
272001	272010
273001	273010
274001	274010
275001	275010
276001	276010
277001	277010
278001	278010
279001	279010
280001	280010
281001	281010
282001	282010
283001	283010
284001	284010
285001	285010
286001	286010
287001	287010
288001	288010
289001	289010
290001	290010
291001	291010
292001	292010
293001	293010
294001	294010
295001	295010
296001	296010
297001	297010
298001	298010
299001	299010
300001	300010
301001	301010
302001	302010
303001	303010
304001	304010
305001	305010
306001	306010
307001	307010
308001	308010
309001	309010
310001	310010
311001	311010
312001	312010
313001	313010
314001	314010
315001	315010
316001	316010
317001	317010
318001	318010
319001	319010
320001	320010
321001	321010
322001	322010
323001	323010
324001	324010
325001	325010
326001	326010
327001	327010
328001	328010
329001	329010
330001	330010
331001	331010
332001	332010
333001	333010
334001	334010
335001	335010
336001	336010
337001	337010
338001	338010
339001	339010
340001	340010
341001	341010
342001	342010
343001	343010
344001	344010
345001	345010
346001	346010
347001	347010
348001	348010
349001	349010
350001	350010
351001	351010
352001	352010
353001	353010
354001	354010
355001	355010
356001	356010
357001	357010
358001	358010
359001	359010
360001	360010
361001	361010
362001	362010
363001	363010
364001	364010
365001	365010
366001	366010
367001	367010
368001	368010
369001	369010
370001	370010
371001	371010
372001	372010
373001	373010
374001	374010
375001	375010
376001	376010
377001	377010
378001	378010
379001	379010
380001	380010
381001	381010
382001	382010
383001	383010
384001	384010
385001	385010
386001	386010
387001	387010
388001	388010
389001	389010
390001	390010
391001	391010
392001	392010
393001	393010
394001	394010
395001	395010
396001	396010
397001	397010
398001	398010
399001	399010
400001	400010
401001	401010
402001	402010
403001	403010
404001	404010
405001	405010
406001	406010
407001	407010
408001	408010
409001	409010
410001	410010
411001	411010
412001	412010
413001	413010
414001	414010
415001	415010
416001	416010
417001	417010
418001	418010
419001	419010
420001	420010
421001	421010
422001	422010
423001	423010
424001	424010
425001	425010
426001	426010
427001	427010
428001	428010
429001	429010
430001	430010
431001	431010
432001	432010
433001	433010
434001	434010
435001	435010
436001	436010
437001	437010
438001	438010
439001	439010
440001	440010
441001	441010
442001	442010
443001	443010
444001	444010
445001	445010
446001	446010
447001	447010
448001	448010
449001	449010
450001	450010
451001	451010
452001	452010
453001	453010
454001	454010
455001	455010
456001	456010
457001	457010
458001	458010
459001	459010
460001	460010
461001	461010
462001	462010
463001	463010
464001	464010
465001	465010
466001	466010
467001	467010
468001	468010
469001	469010
470001	470010
471001	471010
472001	472010
473001	473010
474001	474010
475001	475010
476001	476010
477001	477010
478001	478010
479001	479010
480001	480010
481001	481010
482001	482010
483001	483010
484001	484010
485001	485010
486001	486010
487001	487010
488001	488010
489001	489010
490001	490010
491001	491010
492001	492010
493001	493010
494001	494010
495001	495010
496001	496010
497001	497010
498001	498010
499001	499010
500001	500010
501001	501010
502001	502010
503001	503010
504001	504010
505001	505010
506001	506010
507001	507010
508001	508010
509001	509010
510001	510010
511001	511010
512001	512010
513001	513010
514001	514010
515001	515010
516001	516010
517001	517010
518001	518010
519001	519010
520001	520010
521001	521010
522001	522010
523001	523010
524001	524010
525001	525010
526001	526010
527001	527010
528001	528010
529001	529010
530001	530010
531001	531010
532001	532010
533001	533010
534001	534010
535001	535010
536001	536010
537001	537010
538001	538010
539001	539010
540001	540010
541001	541010
542001	542010
543001	543010
544001	544010
545001	545010
546001	546010
547001	547010
548001	548010
549001	549010
550001	550010
551001	551010
552001	552010
553001	553010
554001	554010
555001	555010
556001	556010
557001	557010
558001	558010
559001	559010
560001	560010
561001	561010
562001	562010
563001	563010
564001	564010
565001	565010
566001	566010
567001	567010
568001	568010
569001	569010
570001	570010
571001	571010
572001	572010
573001	573010
574001	574010
575001	575010
576001	576010
577001	577010
578001	578010
579001	579010
580001	580010
581001	581010
582001	582010
583001	583010
584001	584010
585001	585010
586001	586010
587001	587010
588001	588010
589001	589010
590001	590010
591001	591010
592001	592010
593001	593010
594001	594010
595001	595010
596001	596010
597001	597010
598001	598010
599001	599010
600001	600010
601001	601010
602001	602010
603001	603010
604001	604010
605001	605010
606001	606010
607001	607010
608001	608010
609001	609010
610001	610010
611001	611010
612001	612010
613001	613010
614001	614010
615001	615010
616001	616010
617001	617010
618001	618010
619001	619010
620001	620010
621001	621010
622001	622010
623001	623010
624001	624010
625001	625010
626001	626010
627001	627010
628001	628010
629001	629010
630001	630010
631001	631010
632001	632010
633001	633010
634001	634010
635001	635010
636001	636010
637001	637010
638001	638010
639001	639010
640001	640010
641001	641010
642001	642010
643001	643010
644001	644010
645001	645010
646001	646010
647001	647010
648001	648010
649001	649010
650001	650010
651001	651010
652001	652010
653001	653010
654001	654010
655001	655010
656001	656010
657001	657010
658001	658010
659001	659010
660001	660010
661001	661010
662001	662010
663001	663010
664001	664010
665001	665010
666001	666010
667001	667010
668001	668010
669001	669010
670001	670010
671001	671010
672001	672010
673001	673010
674001	674010
675001	675010
676001	676010
677001	677010
678001	678010
679001	679010
680001	680010
681001	681010
682001	682010
683001	683010
684001	684010
685001	685010
686001	686010
687001	687010
688001	688010
689001	689010
690001	690010
691001	691010
692001	692010
693001	693010
694001	694010
695001	695010
696001	696010
697001	697010
698001	698010
699001	699010
700001	700010
701001	701010
702001	702010
703001	703010
704001	704010
705001	705010
706001	706010
707001	707010
708001	708010
709001	709010
710001	710010
711001	711010
712001	712010
713001	713010
714001	714010
715001	715010
716001	716010
717001	717010
718001	718010
719001	719010
720001	720010
721001	721010
722001	722010
723001	723010
724001	724010
725001	725010
726001	726010
727001	727010
728001	728010
729001	729010
730001	730010
731001	731010
732001	732010
733001	733010
734001	734010
735001	735010
736001	736010
737001	737010
738001	738010
739001	739010
740001	740010
741001	741010
742001	742010
743001	743010
744001	744010
745001	745010
746001	746010
747001	747010
748001	748010
749001	749010
750001	750010
751001	751010
752001	752010
753001	753010
754001	754010
